"Päivitetty","Osio","Kategoria","Nimi","URL","Lähde","Riskipisteet","Suositus","Alkuperäinen domain","Lopullinen domain","Domain vaihtui","RDAP-signaali","Sisältösignaali","Sivun otsikko","Manuaalinen tila","Luottamustaso","Huomiot"
"13.8.2026 klo 14.46","Palvelukategoriat","Hengellisyys","Patmos","https://www.patmos.fi","constants.tsx","35","tarkista","patmos.fi","patmos.fi","ei","RDAP 429","huomio","Lähetysjärjestö evankeliumin asialla - Patmos Lähetyssäätiö - Patmos.fi","","","Sivu vaikuttaa parkkisivulta tai myytävältä domainilta; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Liikenne","Porin reittiopas","https://pori.digitransit.fi/","constants.tsx","35","tarkista","digitransit.fi","digitransit.fi","ei","RDAP 429","huomio","Digitransit-reittiopas","","","HTML-sivulta ei löytynyt otsikkoa; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Verkkokaupat","Posti","https://www.posti.fi","constants.tsx","35","tarkista","posti.fi","posti.fi","ei","Posti Group Oyj","huomio","Posti | Posti","","","Sivu vaikuttaa parkkisivulta tai myytävältä domainilta; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Musiikki","Radio Player","https://play.radioplayer.org/fi","constants.tsx","35","tarkista","radioplayer.org","radioplayer.org","ei","RDAP 429","huomio","500: Internal Server Error","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Teatterit","Rakastajat-teatteri","https://rakastajat.fi/","constants.tsx","35","tarkista","rakastajat.fi","rakastajat.fi","ei","RDAP 429","huomio","Teatteria, stand upia, keikkoja ja tapahtumia Porissa | Rakastajat-teatteri","","","Sivu vaikuttaa parkkisivulta tai myytävältä domainilta; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Asuminen ja kodinhoito","Suomen kotikorjaukset","https://kotikorjaukset.fi/","constants.tsx","35","tarkista","kotikorjaukset.fi","kotikorjaukset.fi","ei","RDAP 429","huomio","Pyörätuoliluiska ja Invaramppi Helsinki, Espoo, Vantaa","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Urheilu","Tulospalvelu.fi","https://www.tulospalvelu.fi","constants.tsx","35","tarkista","tulospalvelu.fi","tulospalvelu.fi","ei","RDAP 429","huomio","","","","HTML-sivulta ei löytynyt otsikkoa; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Hengellisyys","TV7","https://www.tv7.fi","constants.tsx","35","tarkista","tv7.fi","tv7.fi","ei","RDAP 429","huomio","TV7 - Kun sisältö ratkaisee","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Puhelinnumerot","Ålandsbanken Internetkonttorin sulku","https://seniorsurf.fi/materiaalipankki/verkkopankit-ja-mobiilipankit/","constants.tsx","35","tarkista","seniorsurf.fi","seniorsurf.fi","ei","RDAP 429","huomio","Verkkopankit ja mobiilipankit &#8212; SeniorSurf","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","eurajoki","https://www.eurajoki.fi/","municipalityWebsites.ts","30","tarkista","eurajoki.fi","eurajoki.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Järviseudun Sanomat","https://www.jarviseudunsanomat.fi/","localNewspaperLinks.ts","30","tarkista","jarviseudunsanomat.fi","jarviseudunsanomat.fi","ei","Järviseudun Mediatalo Oy","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Julkinen liikenne","HSL","https://www.hsl.fi/","localServices.ts","30","tarkista","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","HSL Espoon lähibussit","https://www.hsl.fi/matkustaminen/lahibussit","localServiceTransportLinks.ts","30","tarkista","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Julkinen liikenne","OnniBus Kyyjärvi","https://www.onnibus.com/kyyjarvi-kauppakeskus-paletti","localServices.ts","30","tarkista","onnibus.com","onnibus.com","ei","RDAP 429","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Siuntion Avainlinjat","https://www.hsl.fi/matkustaminen/lahibussit","localServiceTransportLinks.ts","30","tarkista","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Sovellukset","112 Suomi","https://112.fi","constants.tsx","30","tarkista","112.fi","112.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Turvallisuus","112.fi - Hätäkeskus","https://112.fi","constants.tsx","30","tarkista","112.fi","112.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Kirjallisuus","Adlibris","https://www.adlibris.com","constants.tsx","30","tarkista","adlibris.com","adlibris.com","ei","Abion AB","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Julkiset palvelut","Digi- ja väestötietovirasto","https://dvv.fi","constants.tsx","30","tarkista","dvv.fi","dvv.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Oikeus","Eduskunnan oikeusasiamies","https://www.oikeusasiamies.fi","constants.tsx","30","tarkista","oikeusasiamies.fi","oikeusasiamies.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Liikunta","Helsinki - etäliikuntavideot","https://www.hel.fi/fi/kulttuuri-ja-vapaa-aika/itsenaisesti-katsottavat-etaliikuntavideot","constants.tsx","30","tarkista","hel.fi","hel.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Liikenne","HSL","https://www.hsl.fi/","constants.tsx","30","tarkista","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Ruoka","K-Ruoka","https://www.k-ruoka.fi","constants.tsx","30","tarkista","k-ruoka.fi","k-ruoka.fi","ei","Kesko Oyj","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Verkkokaupat","K-Ruoka Kauppa","https://www.k-ruoka.fi/kauppa","constants.tsx","30","tarkista","k-ruoka.fi","k-ruoka.fi","ei","Kesko Oyj","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Terveys","Mehiläinen","https://www.mehilainen.fi","constants.tsx","30","tarkista","mehilainen.fi","mehilainen.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Liikenne","OnniBus","https://www.onnibus.com","constants.tsx","30","tarkista","onnibus.com","onnibus.com","ei","RDAP 429","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Turvallisuus","Pelastustoimi","https://pelastustoimi.fi","constants.tsx","30","tarkista","pelastustoimi.fi","pelastustoimi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Julkiset palvelut","Poliisi","https://poliisi.fi","constants.tsx","30","tarkista","poliisi.fi","poliisi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Turvallisuus","Poliisi","https://poliisi.fi","constants.tsx","30","tarkista","poliisi.fi","poliisi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Hengellisyys","Raamattu.fi","https://raamattu.fi","constants.tsx","30","tarkista","raamattu.fi","raamattu.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 403; HTTP 403"
"13.8.2026 klo 14.46","Palvelukategoriat","Ruoka","S-kaupat","https://www.s-kaupat.fi","constants.tsx","30","tarkista","s-kaupat.fi","s-kaupat.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Terveys","THL","https://thl.fi","constants.tsx","30","tarkista","thl.fi","thl.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Palvelukategoriat","Julkiset palvelut","Tulli","https://www.tulli.fi/","constants.tsx","30","tarkista","tulli.fi","tulli.fi","ei","Tulli","ei tarkistettu","","","","HTTP 429; HTTP 429"
"13.8.2026 klo 14.46","Hyvinvointialueet","Hyvinvointialue","Hyvinvointialue 16","https://www.hyvaep.fi/","localServices.ts","20","tarkista","hyvaep.fi","hyvaep.fi","ei","Etelä-Pohjanmaan hyvinvointialue","ei tarkistettu","","verified","A","HTTP 500; HTTP 500; Manuaalinen tila: verified"
"13.8.2026 klo 14.46","Hyvinvointialueet","Hyvinvointialue","Hyvinvointialue 16","https://www.hyvaep.fi/ajankohtaista/","localServices.ts","20","tarkista","hyvaep.fi","hyvaep.fi","ei","Etelä-Pohjanmaan hyvinvointialue","ei tarkistettu","","verified","A","HTTP 500; HTTP 500; Manuaalinen tila: verified"
"13.8.2026 klo 14.46","Paikalliset senioripalvelut","Oman kunnan senioripalvelut","Riihimäki – Avoin senioritoiminta","https://www.riihimaki.fi/ela-ja-voi-hyvin/hyvinvointi/aktiivisuutta-arkeen/avoin-senioritoiminta/","localSeniorLinks.ts","20","tarkista","riihimaki.fi","riihimaki.fi","ei","RDAP 429","ei tarkistettu","","verified","A","HTTP 500; HTTP 500; Manuaalinen tila: verified"
